kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
6035,590,5045,2976550,2,48286,12073,1,295870200,295870200,18106,6035,12071,6035,0,1,6037,3633094,3.633094
6535,590,5045,2976550,2,52286,13073,1,318410200,318410200,19606,6535,13071,6535,0,1,6537,3971890,3.97189
7035,590,5045,2976550,2,56286,14073,1,340950200,340950200,21106,7035,14071,7035,0,1,7037,4224675,4.224675
39,593,5041,2989313,2,318,81,1,25672312,25672312,118,39,79,39,0,1,41,57736,0.057736
539,593,5041,2989313,2,4318,1081,1,48208312,48208312,1618,539,1079,539,0,1,541,92366,0.092366
1039,593,5041,2989313,2,8318,2081,1,70744312,70744312,3118,1039,2079,1039,0,1,1041,121406,0.121406
1539,593,5041,2989313,2,12318,3081,1,93280312,93280312,4618,1539,3079,1539,0,1,1541,701919,0.701919
2039,593,5041,2989313,2,16318,4081,1,115816312,115816312,6118,2039,4079,2039,0,1,2041,542380,0.54238
2539,593,5041,2989313,2,20318,5081,1,138352312,138352312,7618,2539,5079,2539,0,1,2541,458219,0.458219
3039,593,5041,2989313,2,24318,6081,1,160888312,160888312,9118,3039,6079,3039,0,1,3041,866010,0.86601
3539,593,5041,2989313,2,28318,7081,1,183424312,183424312,10618,3539,7079,3539,0,1,3541,965525,0.965525
4039,593,5041,2989313,2,32318,8081,1,205960312,205960312,12118,4039,8079,4039,0,1,4041,300824,0.300824
4539,593,5041,2989313,2,36318,9081,1,228496312,228496312,13618,4539,9079,4539,0,1,4541,130444,0.130444
5039,593,5041,2989313,2,40318,10081,1,251032312,251032312,15118,5039,10079,5039,0,1,5041,24521,0.024521
5539,593,5041,2989313,2,44318,11081,1,273568312,273568312,16618,5539,11079,5539,0,1,5541,616303,0.616303
6039,593,5041,2989313,2,48318,12081,1,296104312,296104312,18118,6039,12079,6039,0,1,6041,149968,0.149968
6539,593,5041,2989313,2,52318,13081,1,318640312,318640312,19618,6539,13079,6539,0,1,6541,244246,0.244246
7039,593,5041,2989313,2,56318,14081,1,341176312,341176312,21118,7039,14079,7039,0,1,7041,1214088,1.214088
40,550,5440,2992000,2,326,83,1,25852800,25852800,121,40,81,40,0,1,42,22566,0.022566
440,550,5440,2992000,2,3526,883,1,45020800,45020800,1321,440,881,440,0,1,442,268494,0.268494
840,550,5440,2992000,2,6726,1683,1,64188800,64188800,2521,840,1681,840,0,1,842,76980,0.07698
1240,550,5440,2992000,2,9926,2483,1,83356800,83356800,3721,1240,2481,1240,0,1,1242,168206,0.168206
1640,550,5440,2992000,2,13126,3283,1,102524800,102524800,4921,1640,3281,1640,0,1,1642,421582,0.421582
2040,550,5440,2992000,2,16326,4083,1,121692800,121692800,6121,2040,4081,2040,0,1,2042,31381,0.031381
2440,550,5440,2992000,2,19526,4883,1,140860800,140860800,7321,2440,4881,2440,0,1,2442,1006097,1.006097
2840,550,5440,2992000,2,22726,5683,1,160028800,160028800,8521,2840,5681,2840,0,1,2842,326519,0.326519
3240,550,5440,2992000,2,25926,6483,1,179196800,179196800,9721,3240,6481,3240,0,1,3242,22353,0.022353
3640,550,5440,2992000,2,29126,7283,1,198364800,198364800,10921,3640,7281,3640,0,1,3642,227706,0.227706
4040,550,5440,2992000,2,32326,8083,1,217532800,217532800,12121,4040,8081,4040,0,1,4042,1475740,1.47574
4440,550,5440,2992000,2,35526,8883,1,236700800,236700800,13321,4440,8881,4440,0,1,4442,2477902,2.477902
4840,550,5440,2992000,2,38726,9683,1,255868800,255868800,14521,4840,9681,4840,0,1,4842,165523,0.165523
5240,550,5440,2992000,2,41926,10483,1,275036800,275036800,15721,5240,10481,5240,0,1,5242,1694096,1.694096
5640,550,5440,2992000,2,45126,11283,1,294204800,294204800,16921,5640,11281,5640,0,1,5642,656862,0.656862
6040,550,5440,2992000,2,48326,12083,1,313372800,313372800,18121,6040,12081,6040,0,1,6042,826349,0.826349
6440,550,5440,2992000,2,51526,12883,1,332540800,332540800,19321,6440,12881,6440,0,1,6442,207337,0.207337
6840,550,5440,2992000,2,54726,13683,1,351708800,351708800,20521,6840,13681,6840,0,1,6842,833919,0.833919
35,5500,545,2997500,2,286,73,1,25672600,25672600,106,35,71,35,0,1,37,8357,0.008357
535,5500,545,2997500,2,4286,1073,1,49852600,49852600,1606,535,1071,535,0,1,537,40373,0.040373
1035,5500,545,2997500,2,8286,2073,1,74032600,74032600,3106,1035,2071,1035,0,1,1037,408400,0.4084
1535,5500,545,2997500,2,12286,3073,1,98212600,98212600,4606,1535,3071,1535,0,1,1537,171380,0.17138
2035,5500,545,2997500,2,16286,4073,1,122392600,122392600,6106,2035,4071,2035,0,1,2037,860291,0.860291
2535,5500,545,2997500,2,20286,5073,1,146572600,146572600,7606,2535,5071,2535,0,1,2537,1463031,1.463031
3035,5500,545,2997500,2,24286,6073,1,170752600,170752600,9106,3035,6071,3035,0,1,3037,1742311,1.742311
3535,5500,545,2997500,2,28286,7073,1,194932600,194932600,10606,3535,7071,3535,0,1,3537,2034970,2.03497
4035,5500,545,2997500,2,32286,8073,1,219112600,219112600,12106,4035,8071,4035,0,1,4037,2337868,2.337868
4535,5500,545,2997500,2,36286,9073,1,243292600,243292600,13606,4535,9071,4535,0,1,4537,2178169,2.178169
5035,5500,545,2997500,2,40286,10073,1,267472600,267472600,15106,5035,10071,5035,0,1,5037,2923910,2.92391
5535,5500,545,2997500,2,44286,11073,1,291652600,291652600,16606,5535,11071,5535,0,1,5537,112021,0.112021
6035,5500,545,2997500,2,48286,12073,1,315832600,315832600,18106,6035,12071,6035,0,1,6037,3461390,3.46139
6535,5500,545,2997500,2,52286,13073,1,340012600,340012600,19606,6535,13071,6535,0,1,6537,1320995,1.320995
7035,5500,545,2997500,2,56286,14073,1,364192600,364192600,21106,7035,14071,7035,0,1,7037,4037898,4.037898
39,5543,541,2998763,2,318,81,1,25888312,25888312,118,39,79,39,0,1,41,5319,0.005319
539,5543,541,2998763,2,4318,1081,1,50224312,50224312,1618,539,1079,539,0,1,541,76996,0.076996
1039,5543,541,2998763,2,8318,2081,1,74560312,74560312,3118,1039,2079,1039,0,1,1041,197166,0.197166
1539,5543,541,2998763,2,12318,3081,1,98896312,98896312,4618,1539,3079,1539,0,1,1541,120112,0.120112
2039,5543,541,2998763,2,16318,4081,1,123232312,123232312,6118,2039,4079,2039,0,1,2041,1223202,1.223202
2539,5543,541,2998763,2,20318,5081,1,147568312,147568312,7618,2539,5079,2539,0,1,2541,688811,0.688811
3039,5543,541,2998763,2,24318,6081,1,171904312,171904312,9118,3039,6079,3039,0,1,3041,1819402,1.819402
3539,5543,541,2998763,2,28318,7081,1,196240312,196240312,10618,3539,7079,3539,0,1,3541,2164123,2.164123
4039,5543,541,2998763,2,32318,8081,1,220576312,220576312,12118,4039,8079,4039,0,1,4041,941375,0.941375
4539,5543,541,2998763,2,36318,9081,1,244912312,244912312,13618,4539,9079,4539,0,1,4541,2724535,2.724535
5039,5543,541,2998763,2,40318,10081,1,269248312,269248312,15118,5039,10079,5039,0,1,5041,1741130,1.74113
5539,5543,541,2998763,2,44318,11081,1,293584312,293584312,16618,5539,11079,5539,0,1,5541,1059662,1.059662
6039,5543,541,2998763,2,48318,12081,1,317920312,317920312,18118,6039,12079,6039,0,1,6041,661365,0.661365
6539,5543,541,2998763,2,52318,13081,1,342256312,342256312,19618,6539,13079,6539,0,1,6541,318347,0.318347
7039,5543,541,2998763,2,56318,14081,1,366592312,366592312,21118,7039,14079,7039,0,1,7041,432910,0.43291
35,5540,545,3019300,2,286,73,1,25858200,25858200,106,35,71,35,0,1,37,70044,0.070044
535,5540,545,3019300,2,4286,1073,1,50198200,50198200,1606,535,1071,535,0,1,537,319054,0.319054
1035,5540,545,3019300,2,8286,2073,1,74538200,74538200,3106,1035,2071,1035,0,1,1037,497371,0.497371
1535,5540,545,3019300,2,12286,3073,1,98878200,98878200,4606,1535,3071,1535,0,1,1537,903327,0.903327
55,4555,665,3029075,2,446,113,1,26529400,26529400,166,55,111,55,0,1,57,62065,0.062065
455,4555,665,3029075,2,3646,913,1,43233400,43233400,1366,455,911,455,0,1,457,283816,0.283816
855,4555,665,3029075,2,6846,1713,1,59937400,59937400,2566,855,1711,855,0,1,857,514971,0.514971
1255,4555,665,3029075,2,10046,2513,1,76641400,76641400,3766,1255,2511,1255,0,1,1257,747030,0.74703
1655,4555,665,3029075,2,13246,3313,1,93345400,93345400,4966,1655,3311,1655,0,1,1657,199258,0.199258
2055,4555,665,3029075,2,16446,4113,1,110049400,110049400,6166,2055,4111,2055,0,1,2057,1200704,1.200704
2455,4555,665,3029075,2,19646,4913,1,126753400,126753400,7366,2455,4911,2455,0,1,2457,1174977,1.174977
2855,4555,665,3029075,2,22846,5713,1,143457400,143457400,8566,2855,5711,2855,0,1,2857,1660575,1.660575
3255,4555,665,3029075,2,26046,6513,1,160161400,160161400,9766,3255,6511,3255,0,1,3257,997164,0.997164
3655,4555,665,3029075,2,29246,7313,1,176865400,176865400,10966,3655,7311,3655,0,1,3657,270104,0.270104
4055,4555,665,3029075,2,32446,8113,1,193569400,193569400,12166,4055,8111,4055,0,1,4057,365960,0.36596
4455,4555,665,3029075,2,35646,8913,1,210273400,210273400,13366,4455,8911,4455,0,1,4457,2584964,2.584964
4855,4555,665,3029075,2,38846,9713,1,226977400,226977400,14566,4855,9711,4855,0,1,4857,1763735,1.763735
5255,4555,665,3029075,2,42046,10513,1,243681400,243681400,15766,5255,10511,5255,0,1,5257,694304,0.694304
5655,4555,665,3029075,2,45246,11313,1,260385400,260385400,16966,5655,11311,5655,0,1,5657,1577396,1.577396
6055,4555,665,3029075,2,48446,12113,1,277089400,277089400,18166,6055,12111,6055,0,1,6057,3532688,3.532688
6455,4555,665,3029075,2,51646,12913,1,293793400,293793400,19366,6455,12911,6455,0,1,6457,79568,0.079568
6855,4555,665,3029075,2,54846,13713,1,310497400,310497400,20566,6855,13711,6855,0,1,6857,1329433,1.329433
55,555,5465,3033075,2,446,113,1,26913400,26913400,166,55,111,55,0,1,57,63712,0.063712
455,555,5465,3033075,2,3646,913,1,46177400,46177400,1366,455,911,455,0,1,457,290848,0.290848
855,555,5465,3033075,2,6846,1713,1,65441400,65441400,2566,855,1711,855,0,1,857,18533,0.018533
1255,555,5465,3033075,2,10046,2513,1,84705400,84705400,3766,1255,2511,1255,0,1,1257,751926,0.751926
1655,555,5465,3033075,2,13246,3313,1,103969400,103969400,4966,1655,3311,1655,0,1,1657,22224,0.022224
2055,555,5465,3033075,2,16446,4113,1,123233400,123233400,6166,2055,4111,2055,0,1,2057,1219581,1.219581
2455,555,5465,3033075,2,19646,4913,1,142497400,142497400,7366,2455,4911,2455,0,1,2457,720383,0.720383
2855,555,5465,3033075,2,22846,5713,1,161761400,161761400,8566,2855,5711,2855,0,1,2857,60611,0.060611
3255,555,5465,3033075,2,26046,6513,1,181025400,181025400,9766,3255,6511,3255,0,1,3257,103252,0.103252
3655,555,5465,3033075,2,29246,7313,1,200289400,200289400,10966,3655,7311,3655,0,1,3657,362762,0.362762
4055,555,5465,3033075,2,32446,8113,1,219553400,219553400,12166,4055,8111,4055,0,1,4057,957194,0.957194
4455,555,5465,3033075,2,35646,8913,1,238817400,238817400,13366,4455,8911,4455,0,1,4457,724692,0.724692
4855,555,5465,3033075,2,38846,9713,1,258081400,258081400,14566,4855,9711,4855,0,1,4857,1414735,1.414735
5255,555,5465,3033075,2,42046,10513,1,277345400,277345400,15766,5255,10511,5255,0,1,5257,824711,0.824711
5655,555,5465,3033075,2,45246,11313,1,296609400,296609400,16966,5655,11311,5655,0,1,5657,1693389,1.693389
6055,555,5465,3033075,2,48446,12113,1,315873400,315873400,18166,6055,12111,6055,0,1,6057,1403118,1.403118
6455,555,5465,3033075,2,51646,12913,1,335137400,335137400,19366,6455,12911,6455,0,1,6457,299835,0.299835
6855,555,5465,3033075,2,54846,13713,1,354401400,354401400,20566,6855,13711,6855,0,1,6857,1411697,1.411697
44,603,5055,3048165,2,358,91,1,26376936,26376936,133,44,89,44,0,1,46,59517,0.059517
544,603,5055,3048165,2,4358,1091,1,49008936,49008936,1633,544,1089,544,0,1,546,109847,0.109847
1044,603,5055,3048165,2,8358,2091,1,71640936,71640936,3133,1044,2089,1044,0,1,1046,116291,0.116291
1544,603,5055,3048165,2,12358,3091,1,94272936,94272936,4633,1544,3089,1544,0,1,1546,622619,0.622619
2044,603,5055,3048165,2,16358,4091,1,116904936,116904936,6133,2044,4089,2044,0,1,2046,88453,0.088453
2544,603,5055,3048165,2,20358,5091,1,139536936,139536936,7633,2544,5089,2544,0,1,2546,261203,0.261203
3044,603,5055,3048165,2,24358,6091,1,162168936,162168936,9133,3044,6089,3044,0,1,3046,227248,0.227248
3544,603,5055,3048165,2,28358,7091,1,184800936,184800936,10633,3544,7089,3544,0,1,3546,80736,0.080736
4044,603,5055,3048165,2,32358,8091,1,207432936,207432936,12133,4044,8089,4044,0,1,4046,291340,0.29134
4544,603,5055,3048165,2,36358,9091,1,230064936,230064936,13633,4544,9089,4544,0,1,4546,412193,0.412193
5044,603,5055,3048165,2,40358,10091,1,252696936,252696936,15133,5044,10089,5044,0,1,5046,524065,0.524065
5544,603,5055,3048165,2,44358,11091,1,275328936,275328936,16633,5544,11089,5544,0,1,5546,1062087,1.062087
6044,603,5055,3048165,2,48358,12091,1,297960936,297960936,18133,6044,12089,6044,0,1,6046,370407,0.370407
6544,603,5055,3048165,2,52358,13091,1,320592936,320592936,19633,6544,13089,6544,0,1,6546,1288527,1.288527
7044,603,5055,3048165,2,56358,14091,1,343224936,343224936,21133,7044,14089,7044,0,1,7046,2926617,2.926617
40,4800,640,3072000,2,326,83,1,26316800,26316800,121,40,81,40,0,1,42,56238,0.056238
440,4800,640,3072000,2,3526,883,1,43724800,43724800,1321,440,881,440,0,1,442,267815,0.267815
840,4800,640,3072000,2,6726,1683,1,61132800,61132800,2521,840,1681,840,0,1,842,492246,0.492246
1240,4800,640,3072000,2,9926,2483,1,78540800,78540800,3721,1240,2481,1240,0,1,1242,714796,0.714796
1640,4800,640,3072000,2,13126,3283,1,95948800,95948800,4921,1640,3281,1640,0,1,1642,943683,0.943683
2040,4800,640,3072000,2,16326,4083,1,113356800,113356800,6121,2040,4081,2040,0,1,2042,656819,0.656819
2440,4800,640,3072000,2,19526,4883,1,130764800,130764800,7321,2440,4881,2440,0,1,2442,1403971,1.403971
2840,4800,640,3072000,2,22726,5683,1,148172800,148172800,8521,2840,5681,2840,0,1,2842,1607998,1.607998
3240,4800,640,3072000,2,25926,6483,1,165580800,165580800,9721,3240,6481,3240,0,1,3242,1189481,1.189481
3640,4800,640,3072000,2,29126,7283,1,182988800,182988800,10921,3640,7281,3640,0,1,3642,1927217,1.927217
4040,4800,640,3072000,2,32326,8083,1,200396800,200396800,12121,4040,8081,4040,0,1,4042,1420429,1.420429
4440,4800,640,3072000,2,35526,8883,1,217804800,217804800,13321,4440,8881,4440,0,1,4442,2514982,2.514982
4840,4800,640,3072000,2,38726,9683,1,235212800,235212800,14521,4840,9681,4840,0,1,4842,2731148,2.731148
5240,4800,640,3072000,2,41926,10483,1,252620800,252620800,15721,5240,10481,5240,0,1,5242,2944041,2.944041
5640,4800,640,3072000,2,45126,11283,1,270028800,270028800,16921,5640,11281,5640,0,1,5642,2828352,2.828352
6040,4800,640,3072000,2,48326,12083,1,287436800,287436800,18121,6040,12081,6040,0,1,6042,1681172,1.681172
6440,4800,640,3072000,2,51526,12883,1,304844800,304844800,19321,6440,12881,6440,0,1,6442,303943,0.303943
6840,4800,640,3072000,2,54726,13683,1,322252800,322252800,20521,6840,13681,6840,0,1,6842,3855009,3.855009
44,5553,555,3081915,2,358,91,1,26805336,26805336,133,44,89,44,0,1,46,11538,0.011538
544,5553,555,3081915,2,4358,1091,1,51237336,51237336,1633,544,1089,544,0,1,546,16382,0.016382
1044,5553,555,3081915,2,8358,2091,1,75669336,75669336,3133,1044,2089,1044,0,1,1046,175395,0.175395
1544,5553,555,3081915,2,12358,3091,1,100101336,100101336,4633,1544,3089,1544,0,1,1546,939431,0.939431
2044,5553,555,3081915,2,16358,4091,1,124533336,124533336,6133,2044,4089,2044,0,1,2046,575247,0.575247
2544,5553,555,3081915,2,20358,5091,1,148965336,148965336,7633,2544,5089,2544,0,1,2546,257341,0.257341
3044,5553,555,3081915,2,24358,6091,1,173397336,173397336,9133,3044,6089,3044,0,1,3046,480742,0.480742
3544,5553,555,3081915,2,28358,7091,1,197829336,197829336,10633,3544,7089,3544,0,1,3546,2182110,2.18211
4044,5553,555,3081915,2,32358,8091,1,222261336,222261336,12133,4044,8089,4044,0,1,4046,2468639,2.468639
4544,5553,555,3081915,2,36358,9091,1,246693336,246693336,13633,4544,9089,4544,0,1,4546,1694355,1.694355
5044,5553,555,3081915,2,40358,10091,1,271125336,271125336,15133,5044,10089,5044,0,1,5046,2544190,2.54419
5544,5553,555,3081915,2,44358,11091,1,295557336,295557336,16633,5544,11089,5544,0,1,5546,3408365,3.408365
6044,5553,555,3081915,2,48358,12091,1,319989336,319989336,18133,6044,12089,6044,0,1,6046,461064,0.461064
6544,5553,555,3081915,2,52358,13091,1,344421336,344421336,19633,6544,13089,6544,0,1,6546,4011160,4.01116
7044,5553,555,3081915,2,56358,14091,1,368853336,368853336,21133,7044,14089,7044,0,1,7046,3565496,3.565496
40,3300,940,3102000,2,326,83,1,26172800,26172800,121,40,81,40,0,1,42,54278,0.054278
440,3300,940,3102000,2,3526,883,1,39740800,39740800,1321,440,881,440,0,1,442,286306,0.286306
840,3300,940,3102000,2,6726,1683,1,53308800,53308800,2521,840,1681,840,0,1,842,52599,0.052599
1240,3300,940,3102000,2,9926,2483,1,66876800,66876800,3721,1240,2481,1240,0,1,1242,121719,0.121719
1640,3300,940,3102000,2,13126,3283,1,80444800,80444800,4921,1640,3281,1640,0,1,1642,721996,0.721996
2040,3300,940,3102000,2,16326,4083,1,94012800,94012800,6121,2040,4081,2040,0,1,2042,71682,0.071682
2440,3300,940,3102000,2,19526,4883,1,107580800,107580800,7321,2440,4881,2440,0,1,2442,38113,0.038113
2840,3300,940,3102000,2,22726,5683,1,121148800,121148800,8521,2840,5681,2840,0,1,2842,1549570,1.54957
3240,3300,940,3102000,2,25926,6483,1,134716800,134716800,9721,3240,6481,3240,0,1,3242,361193,0.361193
3640,3300,940,3102000,2,29126,7283,1,148284800,148284800,10921,3640,7281,3640,0,1,3642,77040,0.07704
4040,3300,940,3102000,2,32326,8083,1,161852800,161852800,12121,4040,8081,4040,0,1,4042,1678662,1.678662
4440,3300,940,3102000,2,35526,8883,1,175420800,175420800,13321,4440,8881,4440,0,1,4442,2689195,2.689195
4840,3300,940,3102000,2,38726,9683,1,188988800,188988800,14521,4840,9681,4840,0,1,4842,490570,0.49057
5240,3300,940,3102000,2,41926,10483,1,202556800,202556800,15721,5240,10481,5240,0,1,5242,434725,0.434725
5640,3300,940,3102000,2,45126,11283,1,216124800,216124800,16921,5640,11281,5640,0,1,5642,333038,0.333038
6040,3300,940,3102000,2,48326,12083,1,229692800,229692800,18121,6040,12081,6040,0,1,6042,2713983,2.713983
6440,3300,940,3102000,2,51526,12883,1,243260800,243260800,19321,6440,12881,6440,0,1,6442,2632604,2.632604
6840,3300,940,3102000,2,54726,13683,1,256828800,256828800,20521,6840,13681,6840,0,1,6842,1118947,1.118947
40,800,3940,3152000,2,326,83,1,26732800,26732800,121,40,81,40,0,1,42,57532,0.057532
440,800,3940,3152000,2,3526,883,1,41900800,41900800,1321,440,881,440,0,1,442,286922,0.286922
840,800,3940,3152000,2,6726,1683,1,57068800,57068800,2521,840,1681,840,0,1,842,523052,0.523052
1240,800,3940,3152000,2,9926,2483,1,72236800,72236800,3721,1240,2481,1240,0,1,1242,60147,0.060147
1640,800,3940,3152000,2,13126,3283,1,87404800,87404800,4921,1640,3281,1640,0,1,1642,439181,0.439181
2040,800,3940,3152000,2,16326,4083,1,102572800,102572800,6121,2040,4081,2040,0,1,2042,1234508,1.234508
2440,800,3940,3152000,2,19526,4883,1,117740800,117740800,7321,2440,4881,2440,0,1,2442,134813,0.134813
2840,800,3940,3152000,2,22726,5683,1,132908800,132908800,8521,2840,5681,2840,0,1,2842,336633,0.336633
3240,800,3940,3152000,2,25926,6483,1,148076800,148076800,9721,3240,6481,3240,0,1,3242,382892,0.382892
3640,800,3940,3152000,2,29126,7283,1,163244800,163244800,10921,3640,7281,3640,0,1,3642,419102,0.419102
4040,800,3940,3152000,2,32326,8083,1,178412800,178412800,12121,4040,8081,4040,0,1,4042,377231,0.377231
4440,800,3940,3152000,2,35526,8883,1,193580800,193580800,13321,4440,8881,4440,0,1,4442,565550,0.56555
4840,800,3940,3152000,2,38726,9683,1,208748800,208748800,14521,4840,9681,4840,0,1,4842,692656,0.692656
5240,800,3940,3152000,2,41926,10483,1,223916800,223916800,15721,5240,10481,5240,0,1,5242,720567,0.720567
5640,800,3940,3152000,2,45126,11283,1,239084800,239084800,16921,5640,11281,5640,0,1,5642,2317744,2.317744
6040,800,3940,3152000,2,48326,12083,1,254252800,254252800,18121,6040,12081,6040,0,1,6042,1009135,1.009135
6440,800,3940,3152000,2,51526,12883,1,269420800,269420800,19321,6440,12881,6440,0,1,6442,16488,0.016488
6840,800,3940,3152000,2,54726,13683,1,284588800,284588800,20521,6840,13681,6840,0,1,6842,1144358,1.144358
40,2050,1540,3157000,2,326,83,1,26404800,26404800,121,40,81,40,0,1,42,5922,0.005922
440,2050,1540,3157000,2,3526,883,1,37892800,37892800,1321,440,881,440,0,1,442,42463,0.042463
840,2050,1540,3157000,2,6726,1683,1,49380800,49380800,2521,840,1681,840,0,1,842,79766,0.079766
1240,2050,1540,3157000,2,9926,2483,1,60868800,60868800,3721,1240,2481,1240,0,1,1242,72458,0.072458
1640,2050,1540,3157000,2,13126,3283,1,72356800,72356800,4921,1640,3281,1640,0,1,1642,106734,0.106734
2040,2050,1540,3157000,2,16326,4083,1,83844800,83844800,6121,2040,4081,2040,0,1,2042,478296,0.478296
2440,2050,1540,3157000,2,19526,4883,1,95332800,95332800,7321,2440,4881,2440,0,1,2442,715849,0.715849
