kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
3240,2300,5440,12512000,2,25926,6483,1,300716800,300716800,9721,3240,6481,3240,0,1,3242,214528,0.214528
3640,2300,5440,12512000,2,29126,7283,1,325484800,325484800,10921,3640,7281,3640,0,1,3642,3100208,3.100208
4040,2300,5440,12512000,2,32326,8083,1,350252800,350252800,12121,4040,8081,4040,0,1,4042,2817427,2.817427
4440,2300,5440,12512000,2,35526,8883,1,375020800,375020800,13321,4440,8881,4440,0,1,4442,4237444,4.237444
4840,2300,5440,12512000,2,38726,9683,1,399788800,399788800,14521,4840,9681,4840,0,1,4842,86891,0.086891
5240,2300,5440,12512000,2,41926,10483,1,424556800,424556800,15721,5240,10481,5240,0,1,5242,136440,0.13644
5640,2300,5440,12512000,2,45126,11283,1,449324800,449324800,16921,5640,11281,5640,0,1,5642,38075,0.038075
6040,2300,5440,12512000,2,48326,12083,1,474092800,474092800,18121,6040,12081,6040,0,1,6042,5371014,5.371014
6440,2300,5440,12512000,2,51526,12883,1,498860800,498860800,19321,6440,12881,6440,0,1,6442,325710,0.32571
6840,2300,5440,12512000,2,54726,13683,1,523628800,523628800,20521,6840,13681,6840,0,1,6842,315231,0.315231
40,6800,1840,12512000,2,326,83,1,102860800,102860800,121,40,81,40,0,1,42,215536,0.215536
440,6800,1840,12512000,2,3526,883,1,130508800,130508800,1321,440,881,440,0,1,442,1140937,1.140937
840,6800,1840,12512000,2,6726,1683,1,158156800,158156800,2521,840,1681,840,0,1,842,612042,0.612042
1240,6800,1840,12512000,2,9926,2483,1,185804800,185804800,3721,1240,2481,1240,0,1,1242,238520,0.23852
1640,6800,1840,12512000,2,13126,3283,1,213452800,213452800,4921,1640,3281,1640,0,1,1642,828464,0.828464
2040,6800,1840,12512000,2,16326,4083,1,241100800,241100800,6121,2040,4081,2040,0,1,2042,4136159,4.136159
2440,6800,1840,12512000,2,19526,4883,1,268748800,268748800,7321,2440,4881,2440,0,1,2442,352421,0.352421
2840,6800,1840,12512000,2,22726,5683,1,296396800,296396800,8521,2840,5681,2840,0,1,2842,269224,0.269224
3240,6800,1840,12512000,2,25926,6483,1,324044800,324044800,9721,3240,6481,3240,0,1,3242,2379137,2.379137
3640,6800,1840,12512000,2,29126,7283,1,351692800,351692800,10921,3640,7281,3640,0,1,3642,1281252,1.281252
4040,6800,1840,12512000,2,32326,8083,1,379340800,379340800,12121,4040,8081,4040,0,1,4042,15025,0.015025
4440,6800,1840,12512000,2,35526,8883,1,406988800,406988800,13321,4440,8881,4440,0,1,4442,1086413,1.086413
4840,6800,1840,12512000,2,38726,9683,1,434636800,434636800,14521,4840,9681,4840,0,1,4842,4461138,4.461138
5240,6800,1840,12512000,2,41926,10483,1,462284800,462284800,15721,5240,10481,5240,0,1,5242,473947,0.473947
5640,6800,1840,12512000,2,45126,11283,1,489932800,489932800,16921,5640,11281,5640,0,1,5642,2668023,2.668023
6040,6800,1840,12512000,2,48326,12083,1,517580800,517580800,18121,6040,12081,6040,0,1,6042,5668781,5.668781
6440,6800,1840,12512000,2,51526,12883,1,545228800,545228800,19321,6440,12881,6440,0,1,6442,161062,0.161062
6840,6800,1840,12512000,2,54726,13683,1,572876800,572876800,20521,6840,13681,6840,0,1,6842,684484,0.684484
44,2253,5555,12515415,2,358,91,1,102871736,102871736,133,44,89,44,0,1,46,98065,0.098065
544,2253,5555,12515415,2,4358,1091,1,134103736,134103736,1633,544,1089,544,0,1,546,138712,0.138712
1044,2253,5555,12515415,2,8358,2091,1,165335736,165335736,3133,1044,2089,1044,0,1,1046,61344,0.061344
1544,2253,5555,12515415,2,12358,3091,1,196567736,196567736,4633,1544,3089,1544,0,1,1546,238456,0.238456
2044,2253,5555,12515415,2,16358,4091,1,227799736,227799736,6133,2044,4089,2044,0,1,2046,903411,0.903411
2544,2253,5555,12515415,2,20358,5091,1,259031736,259031736,7633,2544,5089,2544,0,1,2546,307917,0.307917
3044,2253,5555,12515415,2,24358,6091,1,290263736,290263736,9133,3044,6089,3044,0,1,3046,384355,0.384355
3544,2253,5555,12515415,2,28358,7091,1,321495736,321495736,10633,3544,7089,3544,0,1,3546,490610,0.49061
4044,2253,5555,12515415,2,32358,8091,1,352727736,352727736,12133,4044,8089,4044,0,1,4046,485147,0.485147
4544,2253,5555,12515415,2,36358,9091,1,383959736,383959736,13633,4544,9089,4544,0,1,4546,883632,0.883632
5044,2253,5555,12515415,2,40358,10091,1,415191736,415191736,15133,5044,10089,5044,0,1,5046,1747494,1.747494
5544,2253,5555,12515415,2,44358,11091,1,446423736,446423736,16633,5544,11089,5544,0,1,5546,1105742,1.105742
6044,2253,5555,12515415,2,48358,12091,1,477655736,477655736,18133,6044,12089,6044,0,1,6046,2365826,2.365826
6544,2253,5555,12515415,2,52358,13091,1,508887736,508887736,19633,6544,13089,6544,0,1,6546,1074109,1.074109
7044,2253,5555,12515415,2,56358,14091,1,540119736,540119736,21133,7044,14089,7044,0,1,7046,1122903,1.122903
44,6103,2055,12541665,2,358,91,1,103204936,103204936,133,44,89,44,0,1,46,52657,0.052657
544,6103,2055,12541665,2,4358,1091,1,135836936,135836936,1633,544,1089,544,0,1,546,66209,0.066209
1044,6103,2055,12541665,2,8358,2091,1,168468936,168468936,3133,1044,2089,1044,0,1,1046,170105,0.170105
1544,6103,2055,12541665,2,12358,3091,1,201100936,201100936,4633,1544,3089,1544,0,1,1546,547215,0.547215
2044,6103,2055,12541665,2,16358,4091,1,233732936,233732936,6133,2044,4089,2044,0,1,2046,668851,0.668851
2544,6103,2055,12541665,2,20358,5091,1,266364936,266364936,7633,2544,5089,2544,0,1,2546,592321,0.592321
3044,6103,2055,12541665,2,24358,6091,1,298996936,298996936,9133,3044,6089,3044,0,1,3046,69909,0.069909
3544,6103,2055,12541665,2,28358,7091,1,331628936,331628936,10633,3544,7089,3544,0,1,3546,2263930,2.26393
4044,6103,2055,12541665,2,32358,8091,1,364260936,364260936,12133,4044,8089,4044,0,1,4046,86575,0.086575
4544,6103,2055,12541665,2,36358,9091,1,396892936,396892936,13633,4544,9089,4544,0,1,4546,1548757,1.548757
5044,6103,2055,12541665,2,40358,10091,1,429524936,429524936,15133,5044,10089,5044,0,1,5046,4235588,4.235588
5544,6103,2055,12541665,2,44358,11091,1,462156936,462156936,16633,5544,11089,5544,0,1,5546,434929,0.434929
6044,6103,2055,12541665,2,48358,12091,1,494788936,494788936,18133,6044,12089,6044,0,1,6046,194922,0.194922
6544,6103,2055,12541665,2,52358,13091,1,527420936,527420936,19633,6544,13089,6544,0,1,6546,3640574,3.640574
7044,6103,2055,12541665,2,56358,14091,1,560052936,560052936,21133,7044,14089,7044,0,1,7046,3381590,3.38159
55,5805,2165,12567825,2,446,113,1,104049400,104049400,166,55,111,55,0,1,57,8604,0.008604
455,5805,2165,12567825,2,3646,913,1,129553400,129553400,1366,455,911,455,0,1,457,9525,0.009525
855,5805,2165,12567825,2,6846,1713,1,155057400,155057400,2566,855,1711,855,0,1,857,37415,0.037415
1255,5805,2165,12567825,2,10046,2513,1,180561400,180561400,3766,1255,2511,1255,0,1,1257,289674,0.289674
1655,5805,2165,12567825,2,13246,3313,1,206065400,206065400,4966,1655,3311,1655,0,1,1657,466070,0.46607
2055,5805,2165,12567825,2,16446,4113,1,231569400,231569400,6166,2055,4111,2055,0,1,2057,315236,0.315236
2455,5805,2165,12567825,2,19646,4913,1,257073400,257073400,7366,2455,4911,2455,0,1,2457,2323833,2.323833
2855,5805,2165,12567825,2,22846,5713,1,282577400,282577400,8566,2855,5711,2855,0,1,2857,445614,0.445614
3255,5805,2165,12567825,2,26046,6513,1,308081400,308081400,9766,3255,6511,3255,0,1,3257,422162,0.422162
3655,5805,2165,12567825,2,29246,7313,1,333585400,333585400,10966,3655,7311,3655,0,1,3657,1724265,1.724265
4055,5805,2165,12567825,2,32446,8113,1,359089400,359089400,12166,4055,8111,4055,0,1,4057,1639312,1.639312
4455,5805,2165,12567825,2,35646,8913,1,384593400,384593400,13366,4455,8911,4455,0,1,4457,2188049,2.188049
4855,5805,2165,12567825,2,38846,9713,1,410097400,410097400,14566,4855,9711,4855,0,1,4857,1649740,1.64974
5255,5805,2165,12567825,2,42046,10513,1,435601400,435601400,15766,5255,10511,5255,0,1,5257,194937,0.194937
5655,5805,2165,12567825,2,45246,11313,1,461105400,461105400,16966,5655,11311,5655,0,1,5657,254458,0.254458
6055,5805,2165,12567825,2,48446,12113,1,486609400,486609400,18166,6055,12111,6055,0,1,6057,134849,0.134849
6455,5805,2165,12567825,2,51646,12913,1,512113400,512113400,19366,6455,12911,6455,0,1,6457,414079,0.414079
6855,5805,2165,12567825,2,54846,13713,1,537617400,537617400,20566,6855,13711,6855,0,1,6857,1335459,1.335459
55,1805,6965,12571825,2,446,113,1,104433400,104433400,166,55,111,55,0,1,57,66537,0.066537
455,1805,6965,12571825,2,3646,913,1,132497400,132497400,1366,455,911,455,0,1,457,348850,0.34885
855,1805,6965,12571825,2,6846,1713,1,160561400,160561400,2566,855,1711,855,0,1,857,267191,0.267191
1255,1805,6965,12571825,2,10046,2513,1,188625400,188625400,3766,1255,2511,1255,0,1,1257,773530,0.77353
1655,1805,6965,12571825,2,13246,3313,1,216689400,216689400,4966,1655,3311,1655,0,1,1657,740574,0.740574
2055,1805,6965,12571825,2,16446,4113,1,244753400,244753400,6166,2055,4111,2055,0,1,2057,2435579,2.435579
2455,1805,6965,12571825,2,19646,4913,1,272817400,272817400,7366,2455,4911,2455,0,1,2457,1171252,1.171252
2855,1805,6965,12571825,2,22846,5713,1,300881400,300881400,8566,2855,5711,2855,0,1,2857,40819,0.040819
3255,1805,6965,12571825,2,26046,6513,1,328945400,328945400,9766,3255,6511,3255,0,1,3257,2838890,2.83889
3655,1805,6965,12571825,2,29246,7313,1,357009400,357009400,10966,3655,7311,3655,0,1,3657,891436,0.891436
4055,1805,6965,12571825,2,32446,8113,1,385073400,385073400,12166,4055,8111,4055,0,1,4057,564603,0.564603
4455,1805,6965,12571825,2,35646,8913,1,413137400,413137400,13366,4455,8911,4455,0,1,4457,467607,0.467607
4855,1805,6965,12571825,2,38846,9713,1,441201400,441201400,14566,4855,9711,4855,0,1,4857,6601492,6.601492
5255,1805,6965,12571825,2,42046,10513,1,469265400,469265400,15766,5255,10511,5255,0,1,5257,927472,0.927472
5655,1805,6965,12571825,2,45246,11313,1,497329400,497329400,16966,5655,11311,5655,0,1,5657,260490,0.26049
6055,1805,6965,12571825,2,48446,12113,1,525393400,525393400,18166,6055,12111,6055,0,1,6057,2292084,2.292084
6455,1805,6965,12571825,2,51646,12913,1,553457400,553457400,19366,6455,12911,6455,0,1,6457,1238450,1.23845
6855,1805,6965,12571825,2,54846,13713,1,581521400,581521400,20566,6855,13711,6855,0,1,6857,315461,0.315461
55,4555,2765,12594575,2,446,113,1,103977400,103977400,166,55,111,55,0,1,57,257979,0.257979
455,4555,2765,12594575,2,3646,913,1,127401400,127401400,1366,455,911,455,0,1,457,1176907,1.176907
855,4555,2765,12594575,2,6846,1713,1,150825400,150825400,2566,855,1711,855,0,1,857,454688,0.454688
1255,4555,2765,12594575,2,10046,2513,1,174249400,174249400,3766,1255,2511,1255,0,1,1257,1889349,1.889349
1655,4555,2765,12594575,2,13246,3313,1,197673400,197673400,4966,1655,3311,1655,0,1,1657,900213,0.900213
2055,4555,2765,12594575,2,16446,4113,1,221097400,221097400,6166,2055,4111,2055,0,1,2057,90947,0.090947
2455,4555,2765,12594575,2,19646,4913,1,244521400,244521400,7366,2455,4911,2455,0,1,2457,5247808,5.247808
2855,4555,2765,12594575,2,22846,5713,1,267945400,267945400,8566,2855,5711,2855,0,1,2857,3166537,3.166537
3255,4555,2765,12594575,2,26046,6513,1,291369400,291369400,9766,3255,6511,3255,0,1,3257,754140,0.75414
3655,4555,2765,12594575,2,29246,7313,1,314793400,314793400,10966,3655,7311,3655,0,1,3657,3213974,3.213974
4055,4555,2765,12594575,2,32446,8113,1,338217400,338217400,12166,4055,8111,4055,0,1,4057,8577728,8.577728
4455,4555,2765,12594575,2,35646,8913,1,361641400,361641400,13366,4455,8911,4455,0,1,4457,3434599,3.434599
4855,4555,2765,12594575,2,38846,9713,1,385065400,385065400,14566,4855,9711,4855,0,1,4857,3367367,3.367367
5255,4555,2765,12594575,2,42046,10513,1,408489400,408489400,15766,5255,10511,5255,0,1,5257,2457239,2.457239
5655,4555,2765,12594575,2,45246,11313,1,431913400,431913400,16966,5655,11311,5655,0,1,5657,2867102,2.867102
6055,4555,2765,12594575,2,48446,12113,1,455337400,455337400,18166,6055,12111,6055,0,1,6057,46448,0.046448
6455,4555,2765,12594575,2,51646,12913,1,478761400,478761400,19366,6455,12911,6455,0,1,6457,1741557,1.741557
6855,4555,2765,12594575,2,54846,13713,1,502185400,502185400,20566,6855,13711,6855,0,1,6857,7006495,7.006495
55,2305,5465,12596825,2,446,113,1,104193400,104193400,166,55,111,55,0,1,57,252965,0.252965
455,2305,5465,12596825,2,3646,913,1,129057400,129057400,1366,455,911,455,0,1,457,1023646,1.023646
855,2305,5465,12596825,2,6846,1713,1,153921400,153921400,2566,855,1711,855,0,1,857,1363623,1.363623
1255,2305,5465,12596825,2,10046,2513,1,178785400,178785400,3766,1255,2511,1255,0,1,1257,3024384,3.024384
1655,2305,5465,12596825,2,13246,3313,1,203649400,203649400,4966,1655,3311,1655,0,1,1657,1524006,1.524006
2055,2305,5465,12596825,2,16446,4113,1,228513400,228513400,6166,2055,4111,2055,0,1,2057,128840,0.12884
2455,2305,5465,12596825,2,19646,4913,1,253377400,253377400,7366,2455,4911,2455,0,1,2457,150085,0.150085
2855,2305,5465,12596825,2,22846,5713,1,278241400,278241400,8566,2855,5711,2855,0,1,2857,583517,0.583517
3255,2305,5465,12596825,2,26046,6513,1,303105400,303105400,9766,3255,6511,3255,0,1,3257,525128,0.525128
3655,2305,5465,12596825,2,29246,7313,1,327969400,327969400,10966,3655,7311,3655,0,1,3657,4237785,4.237785
4055,2305,5465,12596825,2,32446,8113,1,352833400,352833400,12166,4055,8111,4055,0,1,4057,3378774,3.378774
4455,2305,5465,12596825,2,35646,8913,1,377697400,377697400,13366,4455,8911,4455,0,1,4457,2055009,2.055009
4855,2305,5465,12596825,2,38846,9713,1,402561400,402561400,14566,4855,9711,4855,0,1,4857,272308,0.272308
5255,2305,5465,12596825,2,42046,10513,1,427425400,427425400,15766,5255,10511,5255,0,1,5257,121728,0.121728
5655,2305,5465,12596825,2,45246,11313,1,452289400,452289400,16966,5655,11311,5655,0,1,5657,2466996,2.466996
6055,2305,5465,12596825,2,48446,12113,1,477153400,477153400,18166,6055,12111,6055,0,1,6057,514559,0.514559
6455,2305,5465,12596825,2,51646,12913,1,502017400,502017400,19366,6455,12911,6455,0,1,6457,1028027,1.028027
6855,2305,5465,12596825,2,54846,13713,1,526881400,526881400,20566,6855,13711,6855,0,1,6857,215559,0.215559
35,4950,2545,12597750,2,286,73,1,102880600,102880600,106,35,71,35,0,1,37,49572,0.049572
535,4950,2545,12597750,2,4286,1073,1,132860600,132860600,1606,535,1071,535,0,1,537,592644,0.592644
1035,4950,2545,12597750,2,8286,2073,1,162840600,162840600,3106,1035,2071,1035,0,1,1037,483719,0.483719
1535,4950,2545,12597750,2,12286,3073,1,192820600,192820600,4606,1535,3071,1535,0,1,1537,107986,0.107986
2035,4950,2545,12597750,2,16286,4073,1,222800600,222800600,6106,2035,4071,2035,0,1,2037,2193567,2.193567
2535,4950,2545,12597750,2,20286,5073,1,252780600,252780600,7606,2535,5071,2535,0,1,2537,4584424,4.584424
3035,4950,2545,12597750,2,24286,6073,1,282760600,282760600,9106,3035,6071,3035,0,1,3037,2041372,2.041372
3535,4950,2545,12597750,2,28286,7073,1,312740600,312740600,10606,3535,7071,3535,0,1,3537,8687691,8.687691
4035,4950,2545,12597750,2,32286,8073,1,342720600,342720600,12106,4035,8071,4035,0,1,4037,2461748,2.461748
4535,4950,2545,12597750,2,36286,9073,1,372700600,372700600,13606,4535,9071,4535,0,1,4537,462600,0.4626
5035,4950,2545,12597750,2,40286,10073,1,402680600,402680600,15106,5035,10071,5035,0,1,5037,1890125,1.890125
5535,4950,2545,12597750,2,44286,11073,1,432660600,432660600,16606,5535,11071,5535,0,1,5537,6512393,6.512393
6035,4950,2545,12597750,2,48286,12073,1,462640600,462640600,18106,6035,12071,6035,0,1,6037,2910203,2.910203
6535,4950,2545,12597750,2,52286,13073,1,492620600,492620600,19606,6535,13071,6535,0,1,6537,8950258,8.950258
7035,4950,2545,12597750,2,56286,14073,1,522600600,522600600,21106,7035,14071,7035,0,1,7037,17243482,17.243482
39,2793,4541,12683013,2,318,81,1,103752312,103752312,118,39,79,39,0,1,41,234008,0.234008
539,2793,4541,12683013,2,4318,1081,1,133088312,133088312,1618,539,1079,539,0,1,541,609085,0.609085
1039,2793,4541,12683013,2,8318,2081,1,162424312,162424312,3118,1039,2079,1039,0,1,1041,62241,0.062241
1539,2793,4541,12683013,2,12318,3081,1,191760312,191760312,4618,1539,3079,1539,0,1,1541,97561,0.097561
2039,2793,4541,12683013,2,16318,4081,1,221096312,221096312,6118,2039,4079,2039,0,1,2041,1320842,1.320842
2539,2793,4541,12683013,2,20318,5081,1,250432312,250432312,7618,2539,5079,2539,0,1,2541,3768889,3.768889
3039,2793,4541,12683013,2,24318,6081,1,279768312,279768312,9118,3039,6079,3039,0,1,3041,3827547,3.827547
3539,2793,4541,12683013,2,28318,7081,1,309104312,309104312,10618,3539,7079,3539,0,1,3541,208424,0.208424
4039,2793,4541,12683013,2,32318,8081,1,338440312,338440312,12118,4039,8079,4039,0,1,4041,2330007,2.330007
4539,2793,4541,12683013,2,36318,9081,1,367776312,367776312,13618,4539,9079,4539,0,1,4541,1163179,1.163179
5039,2793,4541,12683013,2,40318,10081,1,397112312,397112312,15118,5039,10079,5039,0,1,5041,485700,0.4857
5539,2793,4541,12683013,2,44318,11081,1,426448312,426448312,16618,5539,11079,5539,0,1,5541,328775,0.328775
6039,2793,4541,12683013,2,48318,12081,1,455784312,455784312,18118,6039,12079,6039,0,1,6041,3579473,3.579473
6539,2793,4541,12683013,2,52318,13081,1,485120312,485120312,19618,6539,13079,6539,0,1,6541,599023,0.599023
7039,2793,4541,12683013,2,56318,14081,1,514456312,514456312,21118,7039,14079,7039,0,1,7041,1225774,1.225774
39,4993,2541,12687213,2,318,81,1,103848312,103848312,118,39,79,39,0,1,41,222841,0.222841
539,4993,2541,12687213,2,4318,1081,1,133984312,133984312,1618,539,1079,539,0,1,541,1376179,1.376179
1039,4993,2541,12687213,2,8318,2081,1,164120312,164120312,3118,1039,2079,1039,0,1,1041,2555041,2.555041
1539,4993,2541,12687213,2,12318,3081,1,194256312,194256312,4618,1539,3079,1539,0,1,1541,1261850,1.26185
2039,4993,2541,12687213,2,16318,4081,1,224392312,224392312,6118,2039,4079,2039,0,1,2041,3358972,3.358972
2539,4993,2541,12687213,2,20318,5081,1,254528312,254528312,7618,2539,5079,2539,0,1,2541,803997,0.803997
3039,4993,2541,12687213,2,24318,6081,1,284664312,284664312,9118,3039,6079,3039,0,1,3041,1068115,1.068115
3539,4993,2541,12687213,2,28318,7081,1,314800312,314800312,10618,3539,7079,3539,0,1,3541,4788932,4.788932
4039,4993,2541,12687213,2,32318,8081,1,344936312,344936312,12118,4039,8079,4039,0,1,4041,3913218,3.913218
4539,4993,2541,12687213,2,36318,9081,1,375072312,375072312,13618,4539,9079,4539,0,1,4541,6473003,6.473003
5039,4993,2541,12687213,2,40318,10081,1,405208312,405208312,15118,5039,10079,5039,0,1,5041,4007981,4.007981
5539,4993,2541,12687213,2,44318,11081,1,435344312,435344312,16618,5539,11079,5539,0,1,5541,6792463,6.792463
6039,4993,2541,12687213,2,48318,12081,1,465480312,465480312,18118,6039,12079,6039,0,1,6041,14346635,14.346635
6539,4993,2541,12687213,2,52318,13081,1,495616312,495616312,19618,6539,13079,6539,0,1,6541,15534099,15.534099
7039,4993,2541,12687213,2,56318,14081,1,525752312,525752312,21118,7039,14079,7039,0,1,7041,16748245,16.748245
55,6805,1865,12691325,2,446,113,1,105345400,105345400,166,55,111,55,0,1,57,253779,0.253779
455,6805,1865,12691325,2,3646,913,1,133089400,133089400,1366,455,911,455,0,1,457,1218341,1.218341
855,6805,1865,12691325,2,6846,1713,1,160833400,160833400,2566,855,1711,855,0,1,857,2193681,2.193681
1255,6805,1865,12691325,2,10046,2513,1,188577400,188577400,3766,1255,2511,1255,0,1,1257,201070,0.20107
1655,6805,1865,12691325,2,13246,3313,1,216321400,216321400,4966,1655,3311,1655,0,1,1657,582628,0.582628
2055,6805,1865,12691325,2,16446,4113,1,244065400,244065400,6166,2055,4111,2055,0,1,2057,497682,0.497682
2455,6805,1865,12691325,2,19646,4913,1,271809400,271809400,7366,2455,4911,2455,0,1,2457,699377,0.699377
2855,6805,1865,12691325,2,22846,5713,1,299553400,299553400,8566,2855,5711,2855,0,1,2857,1603510,1.60351
3255,6805,1865,12691325,2,26046,6513,1,327297400,327297400,9766,3255,6511,3255,0,1,3257,3332095,3.332095
3655,6805,1865,12691325,2,29246,7313,1,355041400,355041400,10966,3655,7311,3655,0,1,3657,3179419,3.179419
4055,6805,1865,12691325,2,32446,8113,1,382785400,382785400,12166,4055,8111,4055,0,1,4057,4213874,4.213874
4455,6805,1865,12691325,2,35646,8913,1,410529400,410529400,13366,4455,8911,4455,0,1,4457,1505539,1.505539
4855,6805,1865,12691325,2,38846,9713,1,438273400,438273400,14566,4855,9711,4855,0,1,4857,1164084,1.164084
5255,6805,1865,12691325,2,42046,10513,1,466017400,466017400,15766,5255,10511,5255,0,1,5257,1999586,1.999586
5655,6805,1865,12691325,2,45246,11313,1,493761400,493761400,16966,5655,11311,5655,0,1,5657,1713015,1.713015
6055,6805,1865,12691325,2,48446,12113,1,521505400,521505400,18166,6055,12111,6055,0,1,6057,3569562,3.569562
6455,6805,1865,12691325,2,51646,12913,1,549249400,549249400,19366,6455,12911,6455,0,1,6457,360767,0.360767
6855,6805,1865,12691325,2,54846,13713,1,576993400,576993400,20566,6855,13711,6855,0,1,6857,3499612,3.499612
40,3800,3340,12692000,2,326,83,1,103820800,103820800,121,40,81,40,0,1,42,230456,0.230456
440,3800,3340,12692000,2,3526,883,1,126668800,126668800,1321,440,881,440,0,1,442,1172752,1.172752
840,3800,3340,12692000,2,6726,1683,1,149516800,149516800,2521,840,1681,840,0,1,842,1422066,1.422066
1240,3800,3340,12692000,2,9926,2483,1,172364800,172364800,3721,1240,2481,1240,0,1,1242,1006922,1.006922
1640,3800,3340,12692000,2,13126,3283,1,195212800,195212800,4921,1640,3281,1640,0,1,1642,4072655,4.072655
2040,3800,3340,12692000,2,16326,4083,1,218060800,218060800,6121,2040,4081,2040,0,1,2042,5075084,5.075084
2440,3800,3340,12692000,2,19526,4883,1,240908800,240908800,7321,2440,4881,2440,0,1,2442,3352440,3.35244
2840,3800,3340,12692000,2,22726,5683,1,263756800,263756800,8521,2840,5681,2840,0,1,2842,733614,0.733614
3240,3800,3340,12692000,2,25926,6483,1,286604800,286604800,9721,3240,6481,3240,0,1,3242,198759,0.198759
3640,3800,3340,12692000,2,29126,7283,1,309452800,309452800,10921,3640,7281,3640,0,1,3642,2122489,2.122489
4040,3800,3340,12692000,2,32326,8083,1,332300800,332300800,12121,4040,8081,4040,0,1,4042,1141561,1.141561
4440,3800,3340,12692000,2,35526,8883,1,355148800,355148800,13321,4440,8881,4440,0,1,4442,10914353,10.914353
4840,3800,3340,12692000,2,38726,9683,1,377996800,377996800,14521,4840,9681,4840,0,1,4842,2840696,2.840696
5240,3800,3340,12692000,2,41926,10483,1,400844800,400844800,15721,5240,10481,5240,0,1,5242,567555,0.567555
5640,3800,3340,12692000,2,45126,11283,1,423692800,423692800,16921,5640,11281,5640,0,1,5642,2270148,2.270148
6040,3800,3340,12692000,2,48326,12083,1,446540800,446540800,18121,6040,12081,6040,0,1,6042,1749444,1.749444
6440,3800,3340,12692000,2,51526,12883,1,469388800,469388800,19321,6440,12881,6440,0,1,6442,4778036,4.778036
6840,3800,3340,12692000,2,54726,13683,1,492236800,492236800,20521,6840,13681,6840,0,1,6842,910164,0.910164
40,2800,4540,12712000,2,326,83,1,104044800,104044800,121,40,81,40,0,1,42,226619,0.226619
440,2800,4540,12712000,2,3526,883,1,127532800,127532800,1321,440,881,440,0,1,442,1144217,1.144217
840,2800,4540,12712000,2,6726,1683,1,151020800,151020800,2521,840,1681,840,0,1,842,1807933,1.807933
1240,2800,4540,12712000,2,9926,2483,1,174508800,174508800,3721,1240,2481,1240,0,1,1242,3023167,3.023167
1640,2800,4540,12712000,2,13126,3283,1,197996800,197996800,4921,1640,3281,1640,0,1,1642,778048,0.778048
2040,2800,4540,12712000,2,16326,4083,1,221484800,221484800,6121,2040,4081,2040,0,1,2042,3413935,3.413935
2440,2800,4540,12712000,2,19526,4883,1,244972800,244972800,7321,2440,4881,2440,0,1,2442,261668,0.261668
2840,2800,4540,12712000,2,22726,5683,1,268460800,268460800,8521,2840,5681,2840,0,1,2842,570825,0.570825
3240,2800,4540,12712000,2,25926,6483,1,291948800,291948800,9721,3240,6481,3240,0,1,3242,1291564,1.291564
3640,2800,4540,12712000,2,29126,7283,1,315436800,315436800,10921,3640,7281,3640,0,1,3642,3827855,3.827855
4040,2800,4540,12712000,2,32326,8083,1,338924800,338924800,12121,4040,8081,4040,0,1,4042,2510829,2.510829
4440,2800,4540,12712000,2,35526,8883,1,362412800,362412800,13321,4440,8881,4440,0,1,4442,1233227,1.233227
4840,2800,4540,12712000,2,38726,9683,1,385900800,385900800,14521,4840,9681,4840,0,1,4842,8536427,8.536427
5240,2800,4540,12712000,2,41926,10483,1,409388800,409388800,15721,5240,10481,5240,0,1,5242,6167822,6.167822
5640,2800,4540,12712000,2,45126,11283,1,432876800,432876800,16921,5640,11281,5640,0,1,5642,496671,0.496671
6040,2800,4540,12712000,2,48326,12083,1,456364800,456364800,18121,6040,12081,6040,0,1,6042,116677,0.116677
6440,2800,4540,12712000,2,51526,12883,1,479852800,479852800,19321,6440,12881,6440,0,1,6442,1811693,1.811693
6840,2800,4540,12712000,2,54726,13683,1,503340800,503340800,20521,6840,13681,6840,0,1,6842,942725,0.942725
44,2803,4555,12767665,2,358,91,1,104731336,104731336,133,44,89,44,0,1,46,83628,0.083628
544,2803,4555,12767665,2,4358,1091,1,134163336,134163336,1633,544,1089,544,0,1,546,1333058,1.333058
1044,2803,4555,12767665,2,8358,2091,1,163595336,163595336,3133,1044,2089,1044,0,1,1046,2563971,2.563971
1544,2803,4555,12767665,2,12358,3091,1,193027336,193027336,4633,1544,3089,1544,0,1,1546,1603088,1.603088
2044,2803,4555,12767665,2,16358,4091,1,222459336,222459336,6133,2044,4089,2044,0,1,2046,795708,0.795708
2544,2803,4555,12767665,2,20358,5091,1,251891336,251891336,7633,2544,5089,2544,0,1,2546,1115737,1.115737
3044,2803,4555,12767665,2,24358,6091,1,281323336,281323336,9133,3044,6089,3044,0,1,3046,7289133,7.289133
3544,2803,4555,12767665,2,28358,7091,1,310755336,310755336,10633,3544,7089,3544,0,1,3546,768258,0.768258
4044,2803,4555,12767665,2,32358,8091,1,340187336,340187336,12133,4044,8089,4044,0,1,4046,5884224,5.884224
4544,2803,4555,12767665,2,36358,9091,1,369619336,369619336,13633,4544,9089,4544,0,1,4546,143368,0.143368
5044,2803,4555,12767665,2,40358,10091,1,399051336,399051336,15133,5044,10089,5044,0,1,5046,222668,0.222668
5544,2803,4555,12767665,2,44358,11091,1,428483336,428483336,16633,5544,11089,5544,0,1,5546,5944421,5.944421
